outlet,Probability_con,label,Drives_zscore,Cognition_zscore,emo_pos_zscore,emo_neg_zscore,emo_anx_zscore,emo_anger_zscore,emo_sad_zscore,Social_zscore,Lifestyle_zscore,Physical_zscore,focuspast_zscore,focuspresent_zscore,focusfuture_zscore,Moral_zscore,Affect_zscore,Moral-Emotional_zscore
NYTimes,3.07428090309e-05,1,0.9178117899845145,-0.2665668612945247,-0.5063547710043653,-0.3994457572063909,-0.4628691283373618,0.283302786399757,-0.26037696319299514,-0.853068525616156,0.22477128475369496,-0.751133260807383,0.14580782395545627,-0.13289757948391104,-0.5839062378371824,0.8867974667039628,2.081056024987157,1.142866943418257
Daily Caller,0.999960899353027,0,2.863287860002384,-0.7287632736579166,-0.5063547710043653,-0.9114288639662853,-0.4628691283373618,-0.556864502780038,-0.26037696319299514,1.0600219350825257,1.1686913859196983,-0.751133260807383,-1.0634330962040497,0.6375822524933633,-1.1658445682767433,0.6710515295453281,-0.165450109782891,-1.521645969794564
Breitbart,0.999634027481079,0,-0.23465117720702325,0.4893618505147604,0.343233770949268,-0.35492548705335664,-0.4628691283373618,0.35636081154582605,-0.26037696319299514,0.10740233495349674,-0.6923074865213319,-0.5460301252713864,-0.7163863747232946,-0.14757338580728768,2.351087080901472,0.49184516225957936,0.4787831258127077,-0.3560058902928539
Breitbart,0.999968528747558,0,0.654709311944003,0.027165438151369327,0.27526668759297734,-0.9114288639662853,-0.4628691283373618,-0.556864502780038,-0.26037696319299514,1.9812364934490592,0.3231894943539416,-0.1850486067280325,-0.3584944431962658,0.19730806279206375,1.4655287519717057,-0.143620064306996,-0.2892699136448726,0.33920554280487497
Daily Caller,6.13694792264e-05,0,-0.30876455130294217,0.5368773695427732,-0.5063547710043653,0.0680170794004692,-0.4628691283373618,1.0504120504334826,-0.26037696319299514,1.5258633878928745,-1.0636125500131721,2.1531271383823283,1.474346054623972,-1.0281217652098866,-0.052571240479322656,-1.3457029192071872,0.07349892622586687,1.5342909642973086
FoxNews,0.99998128414154,0,1.0512158633571689,0.47640307259803005,0.3092502292711226,-0.3771856221298738,0.45269618046181537,-0.556864502780038,-0.26037696319299514,0.9317846812190022,-1.085980324922319,0.036462779650843796,-1.323718137314616,0.28536290073232373,0.048635425684079164,2.0241586898016277,0.16413645309679376,0.9332417568811345
CNN,2.11021379072e-05,1,-1.0054302678045792,-1.3810217621333571,-0.5063547710043653,0.26835829508912357,1.559004261927488,-0.556864502780038,-0.26037696319299514,-0.9839228662932205,-0.8667761308126785,2.719211792461679,-0.07109637697001535,-0.8373362830059901,-1.1658445682767433,0.2363974895934898,-0.6050765262791232,-0.30999378189147075
FoxNews,0.999505400657653,0,-0.5681613606386579,-0.9965780172703492,-0.5063547710043653,-0.9114288639662853,-0.4628691283373618,-0.556864502780038,-0.26037696319299514,-0.6018281915161926,-0.8846703507399961,0.4220566744585173,0.5958840408758106,-0.25764193323261253,-0.8622245697865376,-0.19541855257413093,-0.5355880471199241,0.11107683659967527
FoxNews,0.89291375875473,0,-0.5829840354578416,0.4116091830143769,-0.5063547710043653,-0.9114288639662853,-0.4628691283373618,-0.556864502780038,-0.26037696319299514,0.4450065339003227,1.5086815645387326,0.21695353892252076,0.9917342075647971,-1.571126599174823,-0.7989704034344116,-1.1333106194984388,-0.43969039148231914,0.17110341036416915
Breitbart,0.999907374382019,0,-0.19388882145426778,-1.8173006186632876,-0.5063547710043653,-0.9114288639662853,-0.4628691283373618,-0.556864502780038,-0.26037696319299514,0.30106675915555214,0.5781821283182175,5.828575327187386,-0.9170227605793562,0.35140402918751856,-1.1658445682767433,-0.5024147631894293,-2.361449941269979,0.9405349467999568
HuffPost,4.31295993621e-05,1,-1.8614397386124417,-1.3378258357442552,-0.5063547710043653,1.270064373532395,-0.4628691283373618,3.022978729377349,-0.26037696319299514,-0.1307525650787605,-0.7370430363396259,0.4548731761442768,0.02651051344644686,0.15328064382193377,-0.5459537380259069,0.5052661184152389,0.32208816879387125,2.4281025839091472
FoxNews,0.874179661273956,0,0.03215696953828448,2.3165495367737763,-0.5063547710043653,1.3368447787619466,0.49084473499511444,1.26958612587169,-0.26037696319299514,1.2118129702679201,1.8934072929760613,-0.5460301252713864,-1.269492087083248,2.2445830449031066,-0.20438123972442546,-0.3918358295164603,1.5549413803239764,0.5079477454587285
Breitbart,0.99998128414154,0,-1.009135936509375,-1.3075886872718838,-0.5063547710043653,0.15705761970653773,-0.4628691283373618,-0.556864502780038,1.5336078549788372,-0.10458169694334774,0.07267041537149543,-0.751133260807383,0.4711641253436645,-1.6518435339533943,0.3396045909038595,0.2843318509726377,-0.9784542069745646,-0.9748195667029066
Breitbart,0.354722321033477,0,0.5991242813720637,-0.6380518282408023,-0.5063547710043653,-0.33266535197683944,-0.4628691283373618,0.39288982411886064,-0.26037696319299514,-0.0051323980287785766,0.7347565526822467,0.10209578302236276,-0.1090546121319731,0.0945774185284271,0.14984209184748112,0.9522414858132092,0.3418233646559481,-1.2234414157769633
FoxNews,0.99994933605194,0,0.7251170173351257,-0.5559795681015083,2.008427313178389,-0.9114288639662853,-0.4628691283373618,-0.556864502780038,-0.26037696319299514,0.42930401301907534,0.6139705681728528,0.0610751559151634,0.4603189152973906,0.36607983551089524,2.287832914549346,-0.6888864448571166,0.22592769782304586,-0.6711019462665305
Daily Caller,0.999976396560669,0,1.1253292374530874,-0.5214228269902267,0.4112008543055587,-0.9114288639662853,-0.4628691283373618,-0.556864502780038,-0.26037696319299514,0.3324718009180474,-0.003380019319604328,-0.5296218744285067,-0.7597672149083889,0.56420322087648,0.5420179232306634,-0.21828489079509733,0.5351192351783849,0.33992208170075455
FoxNews,1.96122455236e-05,0,-0.508870661361923,-0.016030488237733318,-0.5063547710043653,-0.3994457572063909,0.4145476259285164,-0.556864502780038,-0.26037696319299514,0.7799936460336079,-0.4775768473935207,-0.5624383761142662,0.688068326269136,-0.11088386999884588,-0.5712554045667573,0.23277053665664182,-0.581188979197172,-0.17693851826659826
FoxNews,0.999969244003295,0,-1.6613336285534608,1.2755277107964174,-0.5063547710043653,-0.9114288639662853,-0.4628691283373618,-0.556864502780038,-0.26037696319299514,-1.0572012970723763,1.620520439084468,0.6763845625231532,-1.0146296509958184,-0.1769249984540407,0.7191295890166166,-1.0385979661319498,0.5016637599259754,0.7633556748862076
CNN,2.81187622022e-05,1,1.2253822924825777,-0.5602991607404184,-0.5063547710043653,-0.9114288639662853,-0.4628691283373618,-0.556864502780038,-0.26037696319299514,-0.3584391178568524,0.3589779342085769,0.23336178976540048,3.480709913184587,-0.6832403166105353,-0.40679457205122926,1.443769822793041,0.6729072426052736,0.497774343377258
FoxNews,0.729935407638549,0,0.9956308327852296,-0.6510106061575327,-0.5063547710043653,-0.9114288639662853,-0.4628691283373618,-0.556864502780038,-0.26037696319299514,-0.6777237091088897,1.0702731763194517,-0.48860124732130744,0.04277832851585739,-0.6098612849936521,0.845637921720869,-0.21534045820226072,-0.1222826580339062,-0.05997031454638802
CNN,1.69835075212e-05,1,0.44348619577063414,0.68374351926572,1.8724931464658077,3.2512163953424214,0.4145476259285164,-0.556864502780038,8.485299025394687,1.5677367769095352,-0.7951992511034081,1.7429208673103351,2.8408425204544447,-0.631874994478717,-0.5712554045667573,-0.22045701319964953,0.6788931150590652,-0.17378932048784404
HuffPost,0.0256972461938858,1,-0.4384629559708,-0.4307113815731124,1.5326577296843547,-0.9114288639662853,-0.4628691283373618,-0.556864502780038,-0.26037696319299514,0.345557234985754,-0.446261962520715,-0.5050094981641872,0.5579258057138529,-0.24296612690923586,-0.027269573938472163,-0.07190074946559179,-0.804044059159329,-1.1770143594628455
CNN,5.56971353944e-05,1,1.6515341935341112,-0.6942065325466349,-0.5063547710043653,1.1365035630732925,3.046797888726151,-0.556864502780038,-0.26037696319299514,-0.5756573233807794,0.8197540973370051,-0.751133260807383,0.12411740386290908,-0.991432249401445,0.5799704230419389,1.540452424746881,-0.7368865114106978,0.5430528257353708
CNN,0.813609480857849,1,0.28414244146440876,-0.9231449424088758,-0.5063547710043653,-0.3771856221298738,-0.4628691283373618,0.31983179897279146,-0.26037696319299514,-0.25898981894228373,-0.26284620826570954,-0.751133260807383,-0.9604036007644505,0.24133548176219374,0.6179229228532146,0.9042629164297868,0.7561247903465834,-0.986264770488546
Breitbart,0.999831199645996,0,-0.5162819987715148,-0.2752060465723453,2.925982938488313,0.22383802493608923,-0.4628691283373618,0.35636081154582605,-0.26037696319299514,-0.22235060355270553,0.32766304933577134,-0.5460301252713864,-0.5808212491448747,0.4101072544810252,-0.20438123972442546,-0.13039916859371609,0.23289257787545617,-0.06459587041742637
Breitbart,0.999968528747558,0,1.2068539489585983,-0.2752060465723453,-0.5063547710043653,-0.9114288639662853,-0.4628691283373618,-0.556864502780038,-0.26037696319299514,0.7067152152544516,1.459472459738609,0.5369144303586755,-0.380184863288813,-1.2335830537371597,-0.8369229032456872,0.09145862685711864,-2.023571599595836,3.6009149816805555
NYTimes,1.77509136847e-05,1,-0.44216862467559587,0.45912470204238964,-0.5063547710043653,0.20157788985957206,0.49084473499511444,0.35636081154582605,-0.26037696319299514,-0.24590438487457708,0.9808020766828637,-0.5460301252713864,-1.0037844409495449,0.9457741852842727,-0.8495737365161125,-0.027525608367216087,-0.6564527581940737,-0.943219045921228
CNN,2.11958849831e-05,1,-0.8090298264503942,-0.3443195287949083,-0.5063547710043653,1.2255441033793608,1.3682614892609926,-0.556864502780038,-0.26037696319299514,-2.5829629093669473,-0.5446801721209616,-0.3573352405782696,0.503699755482485,2.2299072385797296,-1.1658445682767433,2.803722176122207,-0.002949558247052026,-0.9682471339734395
NYTimes,2.84643556369e-05,1,0.6621206493535947,0.23450588481905849,-0.5063547710043653,-0.9114288639662853,-0.4628691283373618,-0.556864502780038,-0.26037696319299514,0.2984496723420109,-0.9115116806309725,0.200545288079641,-0.8573741053248515,0.3734177386725837,-0.5839062378371824,-0.13731299449208587,-0.9541554261132873,0.6099643607756925
FoxNews,5.1401410019e-05,0,1.2216766237777819,2.3295083146905076,-0.5063547710043653,1.2255441033793608,1.3682614892609926,1.196528100725621,-0.26037696319299514,-0.7065116640578437,-0.446261962520715,-0.5542342506928263,0.22714689930250845,-0.07419435419040438,-0.558604571296332,-0.6758123919285056,-0.4490785075420605,-0.9812377169739355
CNN,3.10828654619e-05,1,0.4138408461322666,-0.3918350478229206,-0.5063547710043653,0.22383802493608923,-0.4628691283373618,1.3061151384447247,-0.26037696319299514,0.6282026108482132,-0.9204587905946313,0.07748340675804315,1.1977931984439953,-1.6298298244683291,-1.1658445682767433,0.5900284385851748,-1.0225084105880968,-0.3647921220478921
NYTimes,1.73019197973e-05,1,0.2026177299588978,-0.10242234101593707,-0.5063547710043653,-0.3771856221298738,-0.4628691283373618,0.31983179897279146,-0.26037696319299514,-0.18832847497666905,0.9002780870099342,-0.3655393659997095,0.44947370525111724,0.07256370904336226,-1.1658445682767433,-1.0132816908610327,-0.4302579918562575,0.9216620977930416
HuffPost,2.13035746128e-05,1,0.2026177299588978,-1.2211968344936797,-0.5063547710043653,1.1810238332263265,0.45269618046181537,-0.556864502780038,-0.26037696319299514,0.7381202570169473,-0.7862521411397493,0.020054528807964055,1.853928406243548,-0.6171991881553405,-0.8622245697865376,0.6098367759402514,1.2877862257477672,-1.2501672956181633
HuffPost,1.73502339748e-05,1,-0.242062514616615,-0.10674193365484719,0.3092502292711226,-0.3771856221298738,-0.4628691283373618,-0.556864502780038,-0.26037696319299514,0.4816457492899009,3.105740693051828,-0.5542342506928263,-0.06567377194687866,-0.10354596683715771,0.6179229228532146,-1.827296061438349,-0.7824907436066046,-0.9799661681437695
Daily Caller,0.406191915273666,0,0.4583088705898183,-0.10674193365484719,-0.5063547710043653,1.1810238332263265,0.45269618046181537,2.036695389905416,-0.26037696319299514,-0.7510021398880457,-0.7907256961215787,-0.3655393659997095,-0.9604036007644505,-0.6245370913170288,1.807101250273187,1.179974186967929,-1.3538246638137466,-1.2508060689691665
NYTimes,1.73547523445e-05,1,0.2656140979404288,-0.02466967351555354,-0.5063547710043653,-0.3771856221298738,0.45269618046181537,-0.556864502780038,-0.26037696319299514,0.4476236207138644,-0.5446801721209616,-0.5542342506928263,0.7694074016161883,-1.1235145063118348,2.1866262483859438,-1.3284069284775297,0.007739786993154175,-0.41218131581100853
Breitbart,0.999977707862854,0,-1.3537631260553977,-1.605640579356688,-0.5063547710043653,0.15705761970653773,1.3682614892609926,-0.556864502780038,-0.26037696319299514,-1.5256598366962673,0.8287012073006641,0.22515766434396062,-0.6838507445844737,-0.6025233818319637,-1.1658445682767433,0.7686622106391835,-0.38242064291740246,0.4013819656602261
HuffPost,1.93555479199e-05,1,-0.27170786425498256,1.672930233576156,1.3967235629717734,-0.9114288639662853,-0.4628691283373618,-0.556864502780038,-0.26037696319299514,-0.8373660047349082,-0.7951992511034081,-0.751133260807383,-0.8411062902554409,0.057887902719985604,-0.4573979051329301,-2.039780368099726,-1.165091885677904,0.41835893780308525
Daily Caller,0.999956369400024,0,-0.9683735807566196,1.305764859268789,-0.5063547710043653,-0.9114288639662853,-0.4628691283373618,-0.556864502780038,-0.26037696319299514,-0.8609197860567798,-0.222584213429245,-0.11941560335651355,-1.3942120026153944,-0.31634515852611916,-0.8369229032456872,0.2747757844376116,-0.8371400751046785,-1.521645969794564
HuffPost,0.000503048824612,1,1.277261654349721,-1.0268151657427205,-0.5063547710043653,-0.9114288639662853,-0.4628691283373618,-0.556864502780038,-0.26037696319299514,1.463053304367884,2.8328538391602347,-0.037374349142114946,2.1359038674466615,-0.7199298324189769,-1.1658445682767433,-1.3656492681828338,-1.894221725459454,-0.5163450278662334
FoxNews,0.999901294708252,0,-1.7873263645165227,1.3748783414913524,-0.5063547710043653,0.26835829508912357,0.5671418440617125,-0.556864502780038,-0.26037696319299514,-1.6015553542889645,-0.7459901463032848,-0.5296218744285067,-0.9278679706256298,2.2812725607115483,-0.49535040494420585,-1.0524372060797595,-0.33868940822670257,-1.2179336799507807
NYTimes,1.72981253854e-05,1,0.699177336401554,0.9083623364890504,-0.5063547710043653,0.1793177547830549,-0.4628691283373618,1.2330571132986554,-0.26037696319299514,3.1746280804238864,-0.07048334404704548,-0.3491311151568297,2.1738621026086187,-0.5584959628618338,0.0865879254953549,0.4008074448884325,1.0632274084714446,-1.2381312952852195
Daily Caller,0.0007232988718897,0,-0.12348111606314506,-1.402619725327908,-0.5063547710043653,-0.9114288639662853,-0.4628691283373618,-0.556864502780038,-0.26037696319299514,-0.8452172651755323,-1.6272804777236762,-0.3573352405782696,0.47658673036680116,-0.9547427335930034,0.03598459241365392,1.5792912071317666,-2.1264857749510244,-0.9735175990764978
NYTimes,2.25507919822e-05,1,0.5398335820953286,-1.4155785032446389,-0.5063547710043653,4.052581258097038,-0.4628691283373618,3.9727330562762475,-0.26037696319299514,1.5337146483334987,-0.6073099418665733,-0.751133260807383,-0.21208410757157223,-0.5438201565384572,-0.8495737365161125,0.791078292084315,0.260654413932888,0.1921052637160147
CNN,2.35937295656e-05,1,-0.8349695073839659,-0.6034950871295207,0.751036271087012,0.7580812667725008,2.398272461660067,-0.556864502780038,-0.26037696319299514,-1.0912234256484132,3.4546779816345214,-0.44758062021410805,-0.5428630139829171,0.7329749935953115,1.6679420842985095,-1.589087923374712,0.4353637911397731,0.18998165623954538
Daily Caller,0.999945759773254,0,-0.9387282311182521,0.9342798923225119,-0.5063547710043653,-0.06554373105863369,-0.4628691283373618,0.8312379749952754,-0.26037696319299514,-0.3505878574162287,-0.012327129283263334,-0.1276197287779534,0.5199675705518956,-1.167541925281965,-1.1658445682767433,-1.7468148599966484,0.9158699363095324,-0.6463078872790213
HuffPost,2.01768034457e-05,1,0.3286104659219598,0.21290792162450795,-0.5063547710043653,-0.9114288639662853,-0.4628691283373618,-0.556864502780038,-0.26037696319299514,-2.0412259389639007,1.1329029460650633,0.5205061795157958,-0.515749988867233,-0.6392128976404053,-0.7736687368935611,-1.6507559051553893,0.8232582742387329,0.6165637735638358
Breitbart,0.99997854232788,0,-1.7762093584021352,-1.5624446529675857,-0.5063547710043653,0.1793177547830549,-0.4628691283373618,1.2330571132986554,-0.26037696319299514,-0.27992651345061403,-1.0725596599768308,-0.15223210504227302,-0.6513151144456529,1.2099386991050527,-0.5459537380259069,0.4806417363512717,-1.3668916683148342,2.1192067116174074
FoxNews,0.999972939491272,0,-1.2462987336163152,-0.4307113815731124,-0.5063547710043653,0.15705761970653773,1.3682614892609926,-0.556864502780038,-0.26037696319299514,-0.23805312443395338,0.3231894943539416,-0.3573352405782696,0.12411740386290908,1.011815313739468,-1.1658445682767433,1.1590710110058842,-0.8114016166773267,0.6972833381725468
FoxNews,0.999617934226989,0,-0.03454506714804237,-0.041948044071193985,-0.5063547710043653,-0.15458427136470224,-0.4628691283373618,0.6851219247031372,-0.26037696319299514,0.6151171767805066,-1.15308364964976,0.07748340675804315,2.363653278418407,-1.5124233738813162,-0.3182387391582525,0.40887925147914017,0.4173104888283946,1.1641830467239596
Breitbart,0.999980449676513,0,-0.5792783667530458,-0.5818971239349697,-0.5063547710043653,-0.35492548705335664,-0.4628691283373618,0.35636081154582605,-0.26037696319299514,-0.9525178245307252,0.37239859915406515,0.2579741660297201,-0.49405956877468576,-0.19893870793910587,0.7064787557461913,-0.44673224713588355,0.46515618657973185,0.7464714262801919
Daily Caller,0.999971985816955,0,-0.6682144156681484,-0.7849179779637492,0.6151021043744307,-0.1768444064412194,0.7960331712615069,-0.556864502780038,-0.26037696319299514,-0.5442522816182841,-1.3051845190319595,-0.48039712189986755,0.1674982440480035,-0.044842741543651046,-0.7483670703527106,0.40887925147914017,0.0935546007110143,-0.37057639128662534
Breitbart,0.999967694282531,0,-1.0128416052141709,0.7658157794050137,0.3772173126274133,-0.33266535197683944,0.5289932895284135,-0.556864502780038,-0.26037696319299514,0.31415219322325827,0.6542325630093173,-0.751133260807383,0.05904614358526744,-0.653888703963782,-0.49535040494420585,-1.2084172690590351,0.1019638445582185,-0.6247086358922741
HuffPost,1.78952723217e-05,1,-0.22353417109263535,-0.4911856785178555,-0.5063547710043653,-0.9114288639662853,-0.4628691283373618,-0.556864502780038,-0.26037696319299514,-1.2901220234775512,0.7034416678094408,-0.5542342506928263,-0.049405956877468626,-1.3069620853540431,0.6305737561236399,-0.5385442652292421,0.16413645309679376,0.11494584798923504
CNN,0.0001546701678307,1,-1.2018307091587639,-0.21905134226651238,-0.5063547710043653,1.1810238332263265,1.3301129347276934,-0.556864502780038,-0.26037696319299514,-1.3712517146973313,-0.7907256961215787,-0.751133260807383,-1.0905461213197336,-0.27965564271767734,-0.5712554045667573,1.5166494404912036,-0.5630770596960679,-0.9812377169739355
Daily Caller,2.50200082518e-05,0,-0.4866366491331472,0.5887124812096952,-0.5063547710043653,0.1793177547830549,-0.4628691283373618,1.2330571132986554,-0.26037696319299514,0.14404155034307492,-1.3901820636867182,-0.3491311151568297,-0.6296246943531058,1.2466282149134942,-1.1658445682767433,0.7640387414702821,-1.687900212230435,-0.9546166207758748
Daily Caller,0.999976754188537,0,-0.9646679120518238,0.7658157794050137,1.2268058545810467,-0.33266535197683944,0.5289932895284135,-0.556864502780038,-0.26037696319299514,1.0259998065064893,-0.3299495329931505,-0.11941560335651355,0.14038521893231962,2.1345144974777814,1.0986545871293736,0.2828348870242415,1.2889609568367266,1.4298144879180987
CNN,2.76289629255e-05,1,0.5509505882097169,0.40728959037546675,-0.5063547710043653,-0.9114288639662853,-0.4628691283373618,-0.556864502780038,-0.26037696319299514,-0.743150879447422,3.6470408458531858,-0.751133260807383,-0.5753986441217379,0.7623266062420648,0.023333759143228678,-0.7912051199505957,-0.5630770596960679,0.09957878866732155
NYTimes,1.87773675861e-05,1,0.046979644357468264,0.13083566148521353,-0.5063547710043653,-0.9114288639662853,-0.4628691283373618,-0.556864502780038,-0.26037696319299514,0.952721375727333,0.07267041537149543,-0.751133260807383,1.8864640363823686,-0.9547427335930034,0.3396045909038595,-0.7665368408009801,0.75183260600431,-1.248232768248735
NYTimes,1.62357246153e-05,1,0.8362870784790042,-1.6704344689403408,1.1588387712247559,1.8043076153688067,-0.4628691283373618,1.2330571132986554,1.5336078549788372,3.158925559542639,-1.399129173650377,1.2424692166025038,1.7237858856882646,-0.9327290241079385,-0.5459537380259069,0.23388561927476664,0.39373603095577003,0.7134405904150253
HuffPost,1.90891532838e-05,1,0.29896511628359224,1.297125673990969,-0.5063547710043653,0.11253734955350353,-0.4628691283373618,0.283302786399757,-0.26037696319299514,-0.14907217277354962,0.21135061980820663,-0.5624383761142662,-0.618779484306832,2.384003204975185,-0.5839062378371824,-0.15614720987040373,0.24985054669871487,0.06603620745776527
Breitbart,0.999675154685974,0,0.40642950872267486,-1.756826321718545,-0.5063547710043653,-0.9114288639662853,-0.4628691283373618,-0.556864502780038,-0.26037696319299514,-0.61753071239744,0.1576679600262542,-0.3245187388925101,-0.9549809957413137,-0.8593499924910551,-0.8369229032456872,0.8248909621411618,0.3418233646559481,-0.030623199706560644
NYTimes,1.50158921314e-05,1,0.8918721090509435,-0.14561826740503894,0.343233770949268,0.1793177547830549,-0.4628691283373618,1.2330571132986554,-0.26037696319299514,-0.23543603762041215,1.0389582914466458,-0.14402797962083316,1.6532920203874863,-0.9180532177845617,-0.22968290626527596,-0.3193770764824944,1.67636116484043,-0.38478712682376043
Breitbart,0.999537110328674,0,-1.8243830515644823,-1.165042130187847,-0.5063547710043653,-0.9114288639662853,-0.4628691283373618,-0.556864502780038,-0.26037696319299514,-1.9443937268628733,-0.28968753815668596,4.187750242899414,0.395247655019749,-1.3216378916774196,0.010682925872803572,-1.5027936094201504,-1.5162316207615176,-0.9887433871519998
HuffPost,1.8753011318e-05,1,-0.4162289437420245,1.7204457526041688,-0.5063547710043653,-0.3771856221298738,-0.4628691283373618,-0.556864502780038,-0.26037696319299514,-1.8580298620160107,-0.5804686119755968,-0.5542342506928263,-0.9604036007644505,0.9310983789608963,0.9215429213434202,-0.7863178985284834,0.8172442329733937,-0.7091262673183719
FoxNews,0.999597132205963,0,-1.3945254818081532,0.6103104444042465,-0.5063547710043653,-0.9114288639662853,-0.4628691283373618,-0.556864502780038,-0.26037696319299514,-0.8111951365994954,1.1597442759560395,-0.5460301252713864,-1.0200522560189553,0.35874193234920704,1.0227495875068222,1.025373469704088,-0.2318040393277399,-0.6668913322886689
NYTimes,1.65932979143e-05,1,-0.20130015886385982,0.9299602996836017,2.008427313178389,-0.9114288639662853,-0.4628691283373618,-0.556864502780038,-0.26037696319299514,1.1987275362002134,0.2739803895538185,-0.3409269897353899,-0.21750671259470916,-0.5511580597001454,-0.22968290626527596,-0.43474441556552557,-0.35201043343072747,1.0426179427231208
HuffPost,0.0034376066178083,1,-1.6835676407822366,0.6535063707933485,-0.5063547710043653,-0.3771856221298738,0.45269618046181537,-0.556864502780038,-0.26037696319299514,-0.9106444355140645,-0.19574288353826838,-0.751133260807383,0.015665303400173015,-0.03750483838196255,-1.1658445682767433,0.9683932595472249,-0.8856095487171618,-0.6793999367399746
NYTimes,2.0179342755e-05,1,-0.2272398397974312,0.7787745573217439,1.1588387712247559,-0.9114288639662853,-0.4628691283373618,-0.556864502780038,-0.26037696319299514,-1.5413623575775148,0.1397737400989366,0.4548731761442768,-0.5049047788209594,-1.2849483758689781,-0.5459537380259069,-0.4586025509457478,-0.39207923146505747,0.17110341036416915
NYTimes,2.42311289184e-05,1,0.6917659989919622,0.04876340134591988,-0.5063547710043653,2.3608109922817357,2.360123907126768,1.2330571132986554,-0.26037696319299514,1.8713188472803246,1.1373765010468924,0.8650794472162701,0.03193311846958354,0.8797330568290781,-0.8495737365161125,1.3590122002448104,0.4531065943941988,0.17526249975030866
Daily Caller,0.99961519241333,0,0.16185537420614265,0.35113488606963456,-0.5063547710043653,1.1587636981498095,0.4145476259285164,0.283302786399757,1.458858487555011,-0.9027931750734404,-0.907038125649143,4.778447273243084,-0.8519515003017145,1.0705185390329748,-1.1658445682767433,-0.5818880784221532,-0.4861943152201093,1.155260026735526
